
 eiger (login-i17) : TURBOMOLE rev. V7.5.0 compiled 13 Jun 2020 at 23:29:25
 Copyright (C) 2020 TURBOMOLE GmbH, Karlsruhe


    2020-09-29 11:45:34.662 

                                                                                
  
Total energy =  -4206.6968605490 H =   -114470.0521415 eV
 
 HOMO-LUMO Separation
   HOMO:   222. b  27 a1    -0.13224547 H =     -3.59858 eV
   LUMO:   223. b  27 b2    -0.08469608 H =     -2.30470 eV
   Gap :                    +0.04754938 H =     +1.29388 eV
 
Number of MOs=   1678, Electrons=    295.00, Symmetry: d2d  
 
   Nr.   Orbital    Occupation       Energy
 1578. b 260 e                     +7.739066 H =      +210.591 eV
 1577. b 259 e                     +7.728162 H =      +210.294 eV
 1576. a 108 b1                    +7.727555 H =      +210.277 eV
 1575. a 106 a2                    +7.726656 H =      +210.253 eV
 1574. b 158 b2                    +7.704791 H =      +209.658 eV
 1573. a 262 e                     +7.699425 H =      +209.512 eV
 1572. b 158 a1                    +7.688173 H =      +209.206 eV
 1571. b 157 a1                    +7.673219 H =      +208.799 eV
 1570. b 157 b2                    +7.665105 H =      +208.578 eV
 1569. a 158 b2                    +7.663960 H =      +208.547 eV
 1568. a 261 e                     +7.662801 H =      +208.515 eV
 1567. a 158 a1                    +7.660867 H =      +208.463 eV
 1566. a 107 b1                    +7.572024 H =      +206.045 eV
 1565. a 105 a2                    +7.569524 H =      +205.977 eV
 1564. a 260 e                     +7.559004 H =      +205.691 eV
 1563. a 259 e                     +7.554065 H =      +205.557 eV
 1562. a 157 b2                    +7.549933 H =      +205.444 eV
 1561. a 157 a1                    +7.534313 H =      +205.019 eV
 1560. a 156 a1                    +7.512991 H =      +204.439 eV
 1559. a 156 b2                    +7.507219 H =      +204.282 eV
 1558. b 258 e                     +5.814524 H =      +158.221 eV
 1557. b 156 a1                    +5.708145 H =      +155.327 eV
 1556. a 258 e                     +5.706771 H =      +155.289 eV
 1555. b 156 b2                    +5.702897 H =      +155.184 eV
 1554. a 155 a1                    +5.596355 H =      +152.285 eV
 1553. a 155 b2                    +5.591551 H =      +152.154 eV
 1552. b 257 e                     +5.437989 H =      +147.975 eV
 1551. a 104 a2                    +5.416190 H =      +147.382 eV
 1550. a 106 b1                    +5.416092 H =      +147.379 eV
 1549. b 104 a2                    +5.415987 H =      +147.377 eV
 1548. b 106 b1                    +5.415894 H =      +147.374 eV
 1547. a 154 b2                    +5.415117 H =      +147.353 eV
 1546. b 155 b2                    +5.414646 H =      +147.340 eV
 1545. a 257 e                     +5.409553 H =      +147.201 eV
 1544. b 256 e                     +5.409048 H =      +147.188 eV
 1543. a 154 a1                    +5.405674 H =      +147.096 eV
 1542. b 155 a1                    +5.405144 H =      +147.081 eV
 1541. a 256 e                     +5.405008 H =      +147.078 eV
 1540. b 255 e                     +5.404618 H =      +147.067 eV
 1539. a 105 b1                    +5.404496 H =      +147.064 eV
 1538. a 103 a2                    +5.404361 H =      +147.060 eV
 1537. b 105 b1                    +5.404136 H =      +147.054 eV
 1536. b 103 a2                    +5.404004 H =      +147.050 eV
 1535. a 255 e                     +5.387278 H =      +146.595 eV
 1534. b 254 e                     +5.385785 H =      +146.555 eV
 1533. a 254 e                     +5.337456 H =      +145.240 eV
 1532. a 104 b1                    +5.296954 H =      +144.137 eV
 1531. b 104 b1                    +5.296581 H =      +144.127 eV
 1530. a 102 a2                    +5.296332 H =      +144.121 eV
 1529. b 102 a2                    +5.295960 H =      +144.110 eV
 1528. b 253 e                     +5.238442 H =      +142.545 eV
 1527. a 253 e                     +5.235400 H =      +142.462 eV
 1526. b 103 b1                    +5.037482 H =      +137.077 eV
 1525. a 103 b1                    +5.037270 H =      +137.071 eV
 1524. b 101 a2                    +5.034622 H =      +136.999 eV
 1523. a 101 a2                    +5.034425 H =      +136.994 eV
 1522. b 154 b2                    +5.008610 H =      +136.291 eV
 1521. a 153 b2                    +5.008126 H =      +136.278 eV
 1520. b 154 a1                    +5.003933 H =      +136.164 eV
 1519. a 153 a1                    +5.003433 H =      +136.150 eV
 1518. b 252 e                     +4.992463 H =      +135.852 eV
 1517. a 252 e                     +4.991861 H =      +135.835 eV
 1516. b 251 e                     +4.978646 H =      +135.476 eV
 1515. a 251 e                     +4.978552 H =      +135.473 eV
 1514. b 153 b2                    +4.932174 H =      +134.211 eV
 1513. a 152 b2                    +4.931254 H =      +134.186 eV
 1512. b 153 a1                    +4.930990 H =      +134.179 eV
 1511. a 152 a1                    +4.930105 H =      +134.155 eV
 1510. a 250 e                     +4.922745 H =      +133.955 eV
 1509. b 250 e                     +4.922599 H =      +133.951 eV
 1508. a 102 b1                    +4.914658 H =      +133.735 eV
 1507. b 102 b1                    +4.914493 H =      +133.730 eV
 1506. a 100 a2                    +4.914045 H =      +133.718 eV
 1505. b 100 a2                    +4.913860 H =      +133.713 eV
 1504. b 249 e                     +4.907993 H =      +133.553 eV
 1503. a 249 e                     +4.907821 H =      +133.549 eV
 1502. b 248 e                     +4.856651 H =      +132.156 eV
 1501. a 248 e                     +4.856585 H =      +132.154 eV
 1500. b 101 b1                    +4.852626 H =      +132.047 eV
 1499. a 101 b1                    +4.852465 H =      +132.042 eV
 1498. b  99 a2                    +4.851167 H =      +132.007 eV
 1497. a  99 a2                    +4.851017 H =      +132.003 eV
 1496. b 152 b2                    +4.845228 H =      +131.845 eV
 1495. a 151 b2                    +4.844527 H =      +131.826 eV
 1494. b 152 a1                    +4.843343 H =      +131.794 eV
 1493. a 151 a1                    +4.842572 H =      +131.773 eV
 1492. b 247 e                     +4.796732 H =      +130.526 eV
 1491. a 247 e                     +4.794993 H =      +130.478 eV
 1490. a 100 b1                    +4.601497 H =      +125.213 eV
 1489. a  98 a2                    +4.601370 H =      +125.210 eV
 1488. b 100 b1                    +4.601058 H =      +125.201 eV
 1487. b  98 a2                    +4.600933 H =      +125.198 eV
 1486. a 246 e                     +4.576802 H =      +124.541 eV
 1485. b 246 e                     +4.576363 H =      +124.529 eV
 1484. b 151 b2                    +4.455688 H =      +121.245 eV
 1483. a 150 b2                    +4.455198 H =      +121.232 eV
 1482. b 151 a1                    +4.452397 H =      +121.156 eV
 1481. a 150 a1                    +4.452080 H =      +121.147 eV
 1480. b 245 e                     +4.448925 H =      +121.061 eV
 1479. a 245 e                     +4.448827 H =      +121.059 eV
 1478. a 244 e                     +4.421750 H =      +120.322 eV
 1477. b 244 e                     +4.421503 H =      +120.315 eV
 1476. a 243 e                     +4.401588 H =      +119.773 eV
 1475. b 243 e                     +4.401357 H =      +119.767 eV
 1474. a  99 b1                    +4.401147 H =      +119.761 eV
 1473. b  99 b1                    +4.400834 H =      +119.753 eV
 1472. a  97 a2                    +4.398805 H =      +119.698 eV
 1471. b  97 a2                    +4.398494 H =      +119.689 eV
 1470. a 149 b2                    +4.393592 H =      +119.556 eV
 1469. b 150 b2                    +4.393503 H =      +119.553 eV
 1468. a 149 a1                    +4.386616 H =      +119.366 eV
 1467. b 150 a1                    +4.386463 H =      +119.362 eV
 1466. a  98 b1                    +4.334388 H =      +117.945 eV
 1465. b  98 b1                    +4.334346 H =      +117.944 eV
 1464. a  96 a2                    +4.334276 H =      +117.942 eV
 1463. b  96 a2                    +4.334234 H =      +117.941 eV
 1462. a 148 a1                    +4.333828 H =      +117.929 eV
 1461. b 149 a1                    +4.333700 H =      +117.926 eV
 1460. a 148 b2                    +4.332946 H =      +117.905 eV
 1459. b 149 b2                    +4.332831 H =      +117.902 eV
 1458. a 242 e                     +4.332114 H =      +117.883 eV
 1457. b 242 e                     +4.331686 H =      +117.871 eV
 1456. b 241 e                     +4.328013 H =      +117.771 eV
 1455. a 241 e                     +4.327930 H =      +117.769 eV
 1454. a  97 b1                    +4.253639 H =      +115.747 eV
 1453. a  95 a2                    +4.253414 H =      +115.741 eV
 1452. b  97 b1                    +4.253388 H =      +115.741 eV
 1451. b  95 a2                    +4.253161 H =      +115.734 eV
 1450. a 147 b2                    +4.252005 H =      +115.703 eV
 1449. b 148 b2                    +4.251648 H =      +115.693 eV
 1448. a 147 a1                    +4.249844 H =      +115.644 eV
 1447. b 148 a1                    +4.249514 H =      +115.635 eV
 1446. a 240 e                     +4.248127 H =      +115.597 eV
 1445. b 240 e                     +4.248016 H =      +115.594 eV
 1444. b 239 e                     +4.246424 H =      +115.551 eV
 1443. a 239 e                     +4.245341 H =      +115.522 eV
 1442. a  94 a2                    +4.243110 H =      +115.461 eV
 1441. b  94 a2                    +4.243072 H =      +115.460 eV
 1440. a  96 b1                    +4.242210 H =      +115.436 eV
 1439. b  96 b1                    +4.242173 H =      +115.435 eV
 1438. a 238 e                     +4.241938 H =      +115.429 eV
 1437. b 238 e                     +4.241761 H =      +115.424 eV
 1436. b 237 e                     +4.229943 H =      +115.103 eV
 1435. a 237 e                     +4.229379 H =      +115.087 eV
 1434. b 147 a1                    +4.228109 H =      +115.053 eV
 1433. a 146 a1                    +4.227591 H =      +115.039 eV
 1432. b 147 b2                    +4.227537 H =      +115.037 eV
 1431. a 146 b2                    +4.227200 H =      +115.028 eV
 1430. a 145 a1                    +4.221755 H =      +114.880 eV
 1429. b 146 a1                    +4.221564 H =      +114.875 eV
 1428. a 145 b2                    +4.221330 H =      +114.868 eV
 1427. b 146 b2                    +4.221279 H =      +114.867 eV
 1426. b  93 a2                    +4.220926 H =      +114.857 eV
 1425. b 236 e                     +4.220805 H =      +114.854 eV
 1424. b  95 b1                    +4.220501 H =      +114.846 eV
 1423. a  93 a2                    +4.220483 H =      +114.845 eV
 1422. a 236 e                     +4.220442 H =      +114.844 eV
 1421. a  95 b1                    +4.220055 H =      +114.834 eV
 1420. b 235 e                     +4.197107 H =      +114.209 eV
 1419. a 235 e                     +4.195388 H =      +114.162 eV
 1418. a 144 b2                    +4.124477 H =      +112.233 eV
 1417. b 145 b2                    +4.124149 H =      +112.224 eV
 1416. a 144 a1                    +4.123343 H =      +112.202 eV
 1415. b 145 a1                    +4.123034 H =      +112.193 eV
 1414. a 234 e                     +4.121522 H =      +112.152 eV
 1413. b 234 e                     +4.121222 H =      +112.144 eV
 1412. a 233 e                     +4.117686 H =      +112.048 eV
 1411. b 233 e                     +4.117557 H =      +112.044 eV
 1410. a  92 a2                    +4.116118 H =      +112.005 eV
 1409. a  94 b1                    +4.116082 H =      +112.004 eV
 1408. b  92 a2                    +4.115911 H =      +112.000 eV
 1407. b  94 b1                    +4.115880 H =      +111.999 eV
 1406. b 144 b2                    +4.023782 H =      +109.493 eV
 1405. a 143 b2                    +4.020357 H =      +109.399 eV
 1404. b 144 a1                    +4.019938 H =      +109.388 eV
 1403. b 232 e                     +4.017072 H =      +109.310 eV
 1402. a 143 a1                    +4.016817 H =      +109.303 eV
 1401. a 232 e                     +4.016063 H =      +109.283 eV
 1400. a 142 b2                    +3.988535 H =      +108.534 eV
 1399. b 143 b2                    +3.988376 H =      +108.529 eV
 1398. a  93 b1                    +3.986133 H =      +108.468 eV
 1397. b  93 b1                    +3.985886 H =      +108.461 eV
 1396. a 142 a1                    +3.985284 H =      +108.445 eV
 1395. b 143 a1                    +3.985106 H =      +108.440 eV
 1394. a  91 a2                    +3.984695 H =      +108.429 eV
 1393. b  91 a2                    +3.984449 H =      +108.422 eV
 1392. a 231 e                     +3.978249 H =      +108.254 eV
 1391. b 231 e                     +3.978209 H =      +108.253 eV
 1390. a 230 e                     +3.968779 H =      +107.996 eV
 1389. b 230 e                     +3.968633 H =      +107.992 eV
 1388. b 142 b2                    +3.749540 H =      +102.030 eV
 1387. b 142 a1                    +3.742820 H =      +101.847 eV
 1386. a 141 b2                    +3.738313 H =      +101.725 eV
 1385. b  90 a2                    +3.733850 H =      +101.603 eV
 1384. a  90 a2                    +3.733301 H =      +101.588 eV
 1383. b  92 b1                    +3.732779 H =      +101.574 eV
 1382. a  92 b1                    +3.732255 H =      +101.560 eV
 1381. a 141 a1                    +3.731735 H =      +101.546 eV
 1380. b 229 e                     +3.718073 H =      +101.174 eV
 1379. a 229 e                     +3.715032 H =      +101.091 eV
 1378. b 141 b2                    +3.696636 H =      +100.591 eV
 1377. b 228 e                     +3.696559 H =      +100.588 eV
 1376. a 140 b2                    +3.696124 H =      +100.577 eV
 1375. b 141 a1                    +3.694648 H =      +100.536 eV
 1374. a 140 a1                    +3.694522 H =      +100.533 eV
 1373. a 228 e                     +3.688581 H =      +100.371 eV
 1372. b 227 e                     +3.672796 H =       +99.942 eV
 1371. a 227 e                     +3.666302 H =       +99.765 eV
 1370. b  91 b1                    +3.659853 H =       +99.590 eV
 1369. b  89 a2                    +3.659253 H =       +99.573 eV
 1368. a  91 b1                    +3.656295 H =       +99.493 eV
 1367. a  89 a2                    +3.655757 H =       +99.478 eV
 1366. b 226 e                     +3.647077 H =       +99.242 eV
 1365. a 226 e                     +3.640992 H =       +99.076 eV
 1364. b 140 b2                    +3.635743 H =       +98.934 eV
 1363. b 140 a1                    +3.623081 H =       +98.589 eV
