
 eiger (login-i17) : TURBOMOLE rev. V7.5.0 compiled 13 Jun 2020 at 23:29:25
 Copyright (C) 2020 TURBOMOLE GmbH, Karlsruhe


    2020-09-29 12:02:21.098 

                                                                                
  
Total energy =  -4085.3668285920 H =   -111168.4938061 eV
 
 HOMO-LUMO Separation
   HOMO:   221. b  27 a1    -0.12686785 H =     -3.45225 eV
   LUMO:   222. b  11 b1    -0.07826449 H =     -2.12969 eV
   Gap :                    +0.04860336 H =     +1.32256 eV
 
Number of MOs=   1678, Electrons=    293.00, Symmetry: d2d  
 
   Nr.   Orbital    Occupation       Energy
 1578. b 158 b2                    +7.830121 H =      +213.068 eV
 1577. b 107 b1                    +7.823629 H =      +212.892 eV
 1576. b 158 a1                    +7.823469 H =      +212.887 eV
 1575. b 105 a2                    +7.822031 H =      +212.848 eV
 1574. a 263 e                     +7.816085 H =      +212.687 eV
 1573. a 262 e                     +7.766782 H =      +211.345 eV
 1572. b 259 e                     +7.763700 H =      +211.261 eV
 1571. b 157 b2                    +7.746890 H =      +210.804 eV
 1570. b 157 a1                    +7.735046 H =      +210.481 eV
 1569. a 261 e                     +7.730296 H =      +210.352 eV
 1568. a 158 b2                    +7.702772 H =      +209.603 eV
 1567. a 158 a1                    +7.694517 H =      +209.378 eV
 1566. a 260 e                     +7.628414 H =      +207.580 eV
 1565. a 157 b2                    +7.616257 H =      +207.249 eV
 1564. a 107 b1                    +7.615181 H =      +207.220 eV
 1563. a 105 a2                    +7.613551 H =      +207.175 eV
 1562. a 157 a1                    +7.605764 H =      +206.963 eV
 1561. a 259 e                     +7.555359 H =      +205.592 eV
 1560. a 156 b2                    +7.547260 H =      +205.371 eV
 1559. a 156 a1                    +7.538180 H =      +205.124 eV
 1558. a 104 a2                    +5.416218 H =      +147.383 eV
 1557. a 106 b1                    +5.416214 H =      +147.383 eV
 1556. b 104 a2                    +5.415592 H =      +147.366 eV
 1555. b 106 b1                    +5.415591 H =      +147.366 eV
 1554. a 155 b2                    +5.414626 H =      +147.339 eV
 1553. b 156 b2                    +5.413898 H =      +147.320 eV
 1552. a 258 e                     +5.408370 H =      +147.169 eV
 1551. b 258 e                     +5.407737 H =      +147.152 eV
 1550. a 155 a1                    +5.404891 H =      +147.075 eV
 1549. a 257 e                     +5.404639 H =      +147.068 eV
 1548. b 156 a1                    +5.404142 H =      +147.054 eV
 1547. b 257 e                     +5.404059 H =      +147.052 eV
 1546. a 105 b1                    +5.402818 H =      +147.018 eV
 1545. a 103 a2                    +5.402712 H =      +147.015 eV
 1544. b 105 b1                    +5.402190 H =      +147.001 eV
 1543. b 103 a2                    +5.402085 H =      +146.998 eV
 1542. a 256 e                     +5.386198 H =      +146.566 eV
 1541. b 256 e                     +5.385606 H =      +146.550 eV
 1540. a 104 b1                    +5.295176 H =      +144.089 eV
 1539. b 104 b1                    +5.294597 H =      +144.073 eV
 1538. a 102 a2                    +5.294355 H =      +144.067 eV
 1537. b 102 a2                    +5.293777 H =      +144.051 eV
 1536. a 255 e                     +5.242951 H =      +142.668 eV
 1535. b 255 e                     +5.242468 H =      +142.655 eV
 1534. b 103 b1                    +5.018295 H =      +136.555 eV
 1533. a 103 b1                    +5.018159 H =      +136.551 eV
 1532. b 101 a2                    +5.015961 H =      +136.491 eV
 1531. a 101 a2                    +5.015847 H =      +136.488 eV
 1530. b 254 e                     +5.012856 H =      +136.407 eV
 1529. b 155 b2                    +5.008932 H =      +136.300 eV
 1528. a 254 e                     +5.006503 H =      +136.234 eV
 1527. a 154 b2                    +5.005613 H =      +136.210 eV
 1526. b 155 a1                    +5.002295 H =      +136.119 eV
 1525. a 154 a1                    +4.998131 H =      +136.006 eV
 1524. b 253 e                     +4.978956 H =      +135.484 eV
 1523. a 253 e                     +4.978741 H =      +135.478 eV
 1522. b 252 e                     +4.949069 H =      +134.671 eV
 1521. b 154 b2                    +4.946091 H =      +134.590 eV
 1520. b 154 a1                    +4.945692 H =      +134.579 eV
 1519. a 153 a1                    +4.939065 H =      +134.399 eV
 1518. a 153 b2                    +4.938865 H =      +134.393 eV
 1517. a 252 e                     +4.924582 H =      +134.005 eV
 1516. a 102 b1                    +4.911875 H =      +133.659 eV
 1515. a 100 a2                    +4.911464 H =      +133.648 eV
 1514. b 102 b1                    +4.911366 H =      +133.645 eV
 1513. b 100 a2                    +4.910939 H =      +133.633 eV
 1512. a 251 e                     +4.908685 H =      +133.572 eV
 1511. b 251 e                     +4.908060 H =      +133.555 eV
 1510. b 250 e                     +4.900893 H =      +133.360 eV
 1509. b 153 b2                    +4.865494 H =      +132.397 eV
 1508. a 250 e                     +4.863230 H =      +132.335 eV
 1507. b 153 a1                    +4.861375 H =      +132.285 eV
 1506. a 152 b2                    +4.852788 H =      +132.051 eV
 1505. a 152 a1                    +4.849085 H =      +131.950 eV
 1504. b 101 b1                    +4.835963 H =      +131.593 eV
 1503. a 101 b1                    +4.835637 H =      +131.584 eV
 1502. b  99 a2                    +4.835408 H =      +131.578 eV
 1501. a  99 a2                    +4.835094 H =      +131.570 eV
 1500. b 249 e                     +4.818679 H =      +131.123 eV
 1499. b 248 e                     +4.810093 H =      +130.889 eV
