
 eiger (login-i15) : TURBOMOLE rev. V7.5.0 compiled 13 Jun 2020 at 23:29:25
 Copyright (C) 2020 TURBOMOLE GmbH, Karlsruhe


    2020-09-30 10:53:41.542 

                                                                                
  
Total energy =  -3298.1703418540 H =    -89747.7863319 eV
 
 HOMO-LUMO Separation
   HOMO:   401. a 101 a     -0.11382874 H =     -3.09744 eV
   LUMO:   402. a 102 a     -0.06581280 H =     -1.79086 eV
   Gap :                    +0.04801594 H =     +1.30658 eV
 
Number of MOs=   2256, Electrons=    401.00, Symmetry: c2   
 
   Nr.   Orbital    Occupation       Energy
 2033. a 510 a                     +2.731142 H =       +74.318 eV
 2032. a 507 b                     +2.729432 H =       +74.272 eV
 2031. b 507 b                     +2.729430 H =       +74.272 eV
 2030. a 509 a                     +2.728096 H =       +74.235 eV
 2029. b 509 a                     +2.728095 H =       +74.235 eV
 2028. b 506 b                     +2.691390 H =       +73.236 eV
 2027. a 506 b                     +2.691316 H =       +73.234 eV
 2026. b 508 a                     +2.690865 H =       +73.222 eV
 2025. a 508 a                     +2.690788 H =       +73.220 eV
 2024. b 507 a                     +2.679140 H =       +72.903 eV
 2023. a 507 a                     +2.679037 H =       +72.900 eV
 2022. b 505 b                     +2.678971 H =       +72.899 eV
 2021. a 505 b                     +2.678812 H =       +72.894 eV
 2020. b 504 b                     +2.669205 H =       +72.633 eV
 2019. a 504 b                     +2.669187 H =       +72.632 eV
 2018. b 506 a                     +2.668304 H =       +72.608 eV
 2017. a 506 a                     +2.668287 H =       +72.608 eV
 2016. b 503 b                     +2.656702 H =       +72.293 eV
 2015. a 503 b                     +2.656578 H =       +72.289 eV
 2014. b 505 a                     +2.656482 H =       +72.287 eV
 2013. a 505 a                     +2.656400 H =       +72.284 eV
 2012. b 504 a                     +2.637258 H =       +71.763 eV
 2011. a 504 a                     +2.637088 H =       +71.759 eV
 2010. b 502 b                     +2.632348 H =       +71.630 eV
 2009. a 502 b                     +2.631401 H =       +71.604 eV
 2008. b 503 a                     +2.620721 H =       +71.313 eV
 2007. a 503 a                     +2.620596 H =       +71.310 eV
 2006. b 501 b                     +2.618131 H =       +71.243 eV
 2005. a 501 b                     +2.617933 H =       +71.238 eV
 2004. b 502 a                     +2.611020 H =       +71.049 eV
 2003. a 502 a                     +2.610867 H =       +71.045 eV
 2002. b 500 b                     +2.609559 H =       +71.010 eV
 2001. a 500 b                     +2.609447 H =       +71.007 eV
 2000. b 499 b                     +2.604521 H =       +70.873 eV
 1999. a 499 b                     +2.604337 H =       +70.868 eV
 1998. b 501 a                     +2.596751 H =       +70.661 eV
 1997. a 501 a                     +2.596591 H =       +70.657 eV
 1996. b 498 b                     +2.594032 H =       +70.587 eV
 1995. a 498 b                     +2.593157 H =       +70.563 eV
 1994. b 500 a                     +2.589325 H =       +70.459 eV
 1993. a 500 a                     +2.589147 H =       +70.454 eV
 1992. b 499 a                     +2.580007 H =       +70.206 eV
 1991. a 499 a                     +2.579894 H =       +70.202 eV
 1990. b 497 b                     +2.578611 H =       +70.168 eV
 1989. a 497 b                     +2.578213 H =       +70.157 eV
 1988. b 496 b                     +2.576242 H =       +70.103 eV
 1987. a 496 b                     +2.575995 H =       +70.096 eV
 1986. b 498 a                     +2.573514 H =       +70.029 eV
 1985. a 498 a                     +2.573475 H =       +70.028 eV
 1984. b 495 b                     +2.570941 H =       +69.959 eV
 1983. a 495 b                     +2.570669 H =       +69.951 eV
 1982. b 497 a                     +2.567082 H =       +69.854 eV
 1981. a 497 a                     +2.567000 H =       +69.852 eV
 1980. b 494 b                     +2.566108 H =       +69.827 eV
 1979. a 494 b                     +2.565661 H =       +69.815 eV
 1978. b 496 a                     +2.563653 H =       +69.761 eV
 1977. a 496 a                     +2.563570 H =       +69.758 eV
 1976. b 493 b                     +2.559919 H =       +69.659 eV
 1975. a 493 b                     +2.559203 H =       +69.639 eV
 1974. b 495 a                     +2.553746 H =       +69.491 eV
 1973. a 495 a                     +2.553699 H =       +69.490 eV
 1972. b 492 b                     +2.553693 H =       +69.490 eV
 1971. a 492 b                     +2.553568 H =       +69.486 eV
 1970. b 491 b                     +2.551547 H =       +69.431 eV
 1969. a 491 b                     +2.551485 H =       +69.429 eV
 1968. b 494 a                     +2.551397 H =       +69.427 eV
 1967. a 494 a                     +2.551338 H =       +69.425 eV
 1966. b 490 b                     +2.549701 H =       +69.381 eV
 1965. a 490 b                     +2.549624 H =       +69.379 eV
 1964. b 493 a                     +2.546651 H =       +69.298 eV
 1963. a 493 a                     +2.546602 H =       +69.297 eV
 1962. b 492 a                     +2.535765 H =       +69.002 eV
 1961. a 492 a                     +2.535446 H =       +68.993 eV
 1960. b 489 b                     +2.533814 H =       +68.949 eV
 1959. a 489 b                     +2.533559 H =       +68.942 eV
 1958. b 491 a                     +2.528767 H =       +68.811 eV
 1957. a 491 a                     +2.528530 H =       +68.805 eV
 1956. b 488 b                     +2.520008 H =       +68.573 eV
 1955. a 488 b                     +2.519432 H =       +68.557 eV
 1954. b 490 a                     +2.513121 H =       +68.385 eV
 1953. a 490 a                     +2.513087 H =       +68.385 eV
 1952. b 487 b                     +2.509719 H =       +68.293 eV
 1951. a 487 b                     +2.509685 H =       +68.292 eV
 1950. b 489 a                     +2.503271 H =       +68.117 eV
 1949. a 489 a                     +2.503198 H =       +68.115 eV
 1948. b 486 b                     +2.502289 H =       +68.091 eV
 1947. a 486 b                     +2.502204 H =       +68.088 eV
 1946. b 488 a                     +2.499023 H =       +68.002 eV
 1945. a 488 a                     +2.498785 H =       +67.995 eV
 1944. b 487 a                     +2.497834 H =       +67.970 eV
 1943. a 487 a                     +2.497637 H =       +67.964 eV
 1942. b 485 b                     +2.496772 H =       +67.941 eV
 1941. a 485 b                     +2.496671 H =       +67.938 eV
 1940. b 484 b                     +2.489197 H =       +67.734 eV
 1939. a 484 b                     +2.488890 H =       +67.726 eV
 1938. b 486 a                     +2.488074 H =       +67.704 eV
 1937. a 486 a                     +2.488004 H =       +67.702 eV
 1936. b 483 b                     +2.486546 H =       +67.662 eV
 1935. a 483 b                     +2.486224 H =       +67.654 eV
 1934. b 485 a                     +2.482293 H =       +67.547 eV
 1933. a 485 a                     +2.482199 H =       +67.544 eV
 1932. b 482 b                     +2.481743 H =       +67.532 eV
 1931. a 482 b                     +2.481701 H =       +67.531 eV
 1930. b 484 a                     +2.475169 H =       +67.353 eV
 1929. a 484 a                     +2.474871 H =       +67.345 eV
 1928. b 481 b                     +2.473923 H =       +67.319 eV
 1927. a 481 b                     +2.473838 H =       +67.317 eV
 1926. b 483 a                     +2.469724 H =       +67.205 eV
 1925. a 483 a                     +2.468924 H =       +67.183 eV
 1924. b 480 b                     +2.468370 H =       +67.168 eV
 1923. b 482 a                     +2.467965 H =       +67.157 eV
 1922. a 480 b                     +2.467502 H =       +67.144 eV
 1921. a 482 a                     +2.467249 H =       +67.137 eV
 1920. b 481 a                     +2.456415 H =       +66.842 eV
 1919. a 481 a                     +2.456266 H =       +66.838 eV
 1918. b 479 b                     +2.449927 H =       +66.666 eV
 1917. a 479 b                     +2.449304 H =       +66.649 eV
 1916. b 478 b                     +2.446070 H =       +66.561 eV
 1915. a 478 b                     +2.445871 H =       +66.556 eV
 1914. b 480 a                     +2.442857 H =       +66.474 eV
 1913. a 480 a                     +2.441187 H =       +66.428 eV
 1912. b 479 a                     +2.439812 H =       +66.391 eV
 1911. b 477 b                     +2.436633 H =       +66.304 eV
 1910. a 477 b                     +2.435781 H =       +66.281 eV
 1909. a 479 a                     +2.435578 H =       +66.275 eV
 1908. b 478 a                     +2.429608 H =       +66.113 eV
 1907. a 478 a                     +2.428420 H =       +66.081 eV
 1906. b 476 b                     +2.425690 H =       +66.006 eV
 1905. a 476 b                     +2.425552 H =       +66.003 eV
 1904. b 477 a                     +2.406756 H =       +65.491 eV
 1903. a 477 a                     +2.404648 H =       +65.434 eV
 1902. b 475 b                     +2.397858 H =       +65.249 eV
 1901. a 475 b                     +2.397278 H =       +65.233 eV
 1900. b 476 a                     +2.375964 H =       +64.653 eV
 1899. a 476 a                     +2.375054 H =       +64.629 eV
 1898. b 475 a                     +2.370019 H =       +64.492 eV
 1897. a 475 a                     +2.367063 H =       +64.411 eV
 1896. b 474 b                     +2.364975 H =       +64.354 eV
 1895. a 474 b                     +2.364610 H =       +64.344 eV
 1894. b 474 a                     +2.360416 H =       +64.230 eV
 1893. a 474 a                     +2.359696 H =       +64.211 eV
 1892. b 473 b                     +2.358247 H =       +64.171 eV
 1891. a 473 b                     +2.358152 H =       +64.169 eV
 1890. b 472 b                     +2.354994 H =       +64.083 eV
 1889. a 472 b                     +2.354383 H =       +64.066 eV
 1888. b 473 a                     +2.350918 H =       +63.972 eV
 1887. a 473 a                     +2.350332 H =       +63.956 eV
 1886. b 471 b                     +2.344349 H =       +63.793 eV
 1885. a 471 b                     +2.344149 H =       +63.788 eV
 1884. b 472 a                     +2.343492 H =       +63.770 eV
 1883. a 472 a                     +2.342429 H =       +63.741 eV
 1882. b 470 b                     +2.341685 H =       +63.720 eV
 1881. a 470 b                     +2.340633 H =       +63.692 eV
 1880. b 471 a                     +2.339563 H =       +63.663 eV
 1879. a 471 a                     +2.337417 H =       +63.604 eV
 1878. b 470 a                     +2.330589 H =       +63.419 eV
 1877. a 470 a                     +2.329776 H =       +63.396 eV
 1876. b 469 b                     +2.323294 H =       +63.220 eV
 1875. a 469 b                     +2.322475 H =       +63.198 eV
 1874. b 468 b                     +2.316089 H =       +63.024 eV
 1873. a 468 b                     +2.315273 H =       +63.002 eV
 1872. b 467 b                     +2.314300 H =       +62.975 eV
 1871. a 467 b                     +2.313517 H =       +62.954 eV
 1870. b 469 a                     +2.313075 H =       +62.942 eV
 1869. a 469 a                     +2.312556 H =       +62.928 eV
 1868. b 468 a                     +2.308386 H =       +62.814 eV
 1867. a 468 a                     +2.308099 H =       +62.807 eV
 1866. b 466 b                     +2.307921 H =       +62.802 eV
 1865. a 466 b                     +2.307063 H =       +62.778 eV
 1864. b 465 b                     +2.300672 H =       +62.604 eV
 1863. b 467 a                     +2.300589 H =       +62.602 eV
 1862. a 465 b                     +2.300361 H =       +62.596 eV
 1861. a 467 a                     +2.300062 H =       +62.588 eV
 1860. b 466 a                     +2.298482 H =       +62.545 eV
 1859. a 466 a                     +2.298149 H =       +62.536 eV
 1858. b 465 a                     +2.296331 H =       +62.486 eV
 1857. a 465 a                     +2.296117 H =       +62.481 eV
 1856. b 464 b                     +2.295678 H =       +62.469 eV
 1855. a 464 b                     +2.295544 H =       +62.465 eV
 1854. b 464 a                     +2.291509 H =       +62.355 eV
 1853. b 463 b                     +2.290550 H =       +62.329 eV
 1852. a 463 b                     +2.290192 H =       +62.319 eV
 1851. a 464 a                     +2.287932 H =       +62.258 eV
 1850. b 462 b                     +2.286805 H =       +62.227 eV
 1849. a 462 b                     +2.286508 H =       +62.219 eV
 1848. b 463 a                     +2.284395 H =       +62.162 eV
 1847. a 463 a                     +2.284087 H =       +62.153 eV
 1846. b 461 b                     +2.278462 H =       +62.000 eV
 1845. a 461 b                     +2.278037 H =       +61.989 eV
 1844. b 462 a                     +2.277707 H =       +61.980 eV
 1843. a 462 a                     +2.277130 H =       +61.964 eV
 1842. b 461 a                     +2.269548 H =       +61.758 eV
 1841. a 461 a                     +2.269165 H =       +61.747 eV
 1840. b 460 b                     +2.265180 H =       +61.639 eV
 1839. a 460 b                     +2.263624 H =       +61.596 eV
 1838. b 460 a                     +2.259432 H =       +61.482 eV
 1837. a 460 a                     +2.258802 H =       +61.465 eV
 1836. b 459 b                     +2.253959 H =       +61.333 eV
 1835. a 459 b                     +2.251314 H =       +61.261 eV
 1834. b 458 b                     +2.246787 H =       +61.138 eV
 1833. a 458 b                     +2.246637 H =       +61.134 eV
 1832. b 457 b                     +2.244376 H =       +61.073 eV
 1831. a 457 b                     +2.243978 H =       +61.062 eV
 1830. b 459 a                     +2.241123 H =       +60.984 eV
 1829. a 459 a                     +2.239981 H =       +60.953 eV
 1828. b 458 a                     +2.237947 H =       +60.898 eV
 1827. a 458 a                     +2.236782 H =       +60.866 eV
 1826. b 457 a                     +2.235091 H =       +60.820 eV
 1825. b 456 b                     +2.234728 H =       +60.810 eV
 1824. a 457 a                     +2.233853 H =       +60.786 eV
 1823. a 456 b                     +2.232434 H =       +60.748 eV
 1822. b 455 b                     +2.226759 H =       +60.593 eV
 1821. a 455 b                     +2.223610 H =       +60.508 eV
 1820. b 456 a                     +2.219513 H =       +60.396 eV
 1819. a 456 a                     +2.217706 H =       +60.347 eV
 1818. b 455 a                     +2.205520 H =       +60.015 eV
 1817. a 455 a                     +2.204762 H =       +59.995 eV
 1816. b 454 b                     +2.195425 H =       +59.741 eV
 1815. a 454 b                     +2.194409 H =       +59.713 eV
 1814. b 453 b                     +2.186390 H =       +59.495 eV
 1813. b 454 a                     +2.186305 H =       +59.492 eV
 1812. a 453 b                     +2.185685 H =       +59.476 eV
